probe,arm,run,judge,total,c1,c2,c3,c4,c5
P7,jalaalrd,14,sonnet,10,2,2,2,2,2
P7,jalaalrd,15,sonnet,10,2,2,2,2,2
P7,jalaalrd,17,sonnet,9,2,2,2,2,1
P7,noslop_compact,29,opus,8,2,2,2,0,2
P7,noslop_compact,30,opus,9,2,2,2,1,2
P7,bare,7,opus,8,2,2,2,2,0
P7,bare,9,opus,7,2,2,2,1,0
P7,bare,10,opus,9,2,2,2,2,1
P7,bare,11,opus,9,2,2,2,2,1
P7,bare,12,opus,7,2,2,2,1,0
P7,bare,13,opus,9,2,2,2,1,2
P7,bare,14,opus,10,2,2,2,2,2
P7,bare,15,opus,8,2,2,2,2,0
P7,bare,16,opus,5,1,2,2,0,0
P7,bare,17,opus,6,2,2,2,0,0
P7,bare,18,opus,7,1,2,2,0,2
P7,bare,19,opus,7,1,2,2,0,2
P7,bare,20,opus,9,2,2,2,2,1
P7,bare,21,opus,5,1,2,2,0,0
P7,bare,22,opus,4,0,2,2,0,0
P7,bare,23,opus,5,1,2,2,0,0
P7,bare,24,opus,8,1,2,2,2,1
P7,bare,25,opus,7,2,2,2,0,1
P7,bare,26,opus,7,2,2,2,1,0
P7,bare,27,opus,6,2,2,2,0,0
P7,bare,28,opus,9,2,2,2,2,1
P7,bare,29,opus,8,2,2,2,0,2
P7,bare,30,opus,6,1,2,2,1,0
P7,humanize,1,opus,8,2,2,2,2,0
P7,humanize,2,opus,10,2,2,2,2,2
P7,humanize,3,opus,10,2,2,2,2,2
P7,humanize,4,opus,8,2,2,2,0,2
P7,humanize,5,opus,8,1,2,2,1,2
P7,humanize,6,opus,9,2,2,2,1,2
P7,humanize,7,opus,9,2,2,2,1,2
P7,humanize,8,opus,10,2,2,2,2,2
P7,humanize,9,opus,10,2,2,2,2,2
P7,humanize,10,opus,10,2,2,2,2,2
P7,humanize,11,opus,10,2,2,2,2,2
P7,humanize,12,opus,7,2,2,2,1,0
P7,humanize,13,opus,8,2,2,2,2,0
P7,humanize,14,opus,9,2,2,2,1,2
P7,humanize,15,opus,9,2,2,2,1,2
P7,humanize,16,opus,7,0,2,2,1,2
P7,humanize,22,opus,10,2,2,2,2,2
P7,humanize,23,opus,9,2,2,2,1,2
P7,humanize,25,opus,9,2,2,2,1,2
P7,humanize,26,opus,9,2,2,2,1,2
P7,humanize,28,opus,10,2,2,2,2,2
P7,humanize,29,opus,10,2,2,2,2,2
P7,humanize,30,opus,10,2,2,2,2,2
P7,slopless,1,opus,8,1,2,2,1,2
P7,slopless,2,opus,10,2,2,2,2,2
P7,slopless,3,opus,10,2,2,2,2,2
P7,slopless,4,opus,9,2,2,2,1,2
P7,slopless,5,opus,8,1,2,2,1,2
P7,slopless,6,opus,10,2,2,2,2,2
P7,slopless,7,opus,10,2,2,2,2,2
P7,slopless,8,opus,9,2,2,2,1,2
P7,slopless,12,sonnet,10,2,2,2,2,2
P7,slopless,13,sonnet,10,2,2,2,2,2
P7,slopless,14,opus,9,2,2,2,1,2
P7,slopless,14,sonnet,10,2,2,2,2,2
P7,slopless,15,opus,10,2,2,2,2,2
P7,slopless,15,sonnet,10,2,2,2,2,2
P7,slopless,16,opus,9,2,2,2,1,2
P7,slopless,16,sonnet,10,2,2,2,2,2
P7,slopless,17,opus,10,2,2,2,2,2
P7,slopless,17,sonnet,10,2,2,2,2,2
P7,slopless,18,opus,10,2,2,2,2,2
P7,slopless,18,sonnet,10,2,2,2,2,2
P7,slopless,19,opus,9,1,2,2,2,2
P7,slopless,19,sonnet,10,2,2,2,2,2
P7,slopless,20,opus,8,1,2,2,1,2
P7,slopless,20,sonnet,10,2,2,2,2,2
P7,slopless,21,opus,10,2,2,2,2,2
P7,slopless,21,sonnet,10,2,2,2,2,2
P7,slopless,22,opus,9,2,2,2,1,2
P7,slopless,22,sonnet,10,2,2,2,2,2
P7,slopless,23,opus,9,1,2,2,2,2
P7,slopless,23,sonnet,10,2,2,2,2,2
P7,slopless,24,opus,9,1,2,2,2,2
P7,slopless,24,sonnet,10,2,2,2,2,2
P7,slopless,25,opus,9,2,2,2,1,2
P7,slopless,25,sonnet,9,2,2,2,1,2
P7,slopless,26,opus,10,2,2,2,2,2
P7,slopless,26,sonnet,10,2,2,2,2,2
P7,slopless,27,opus,9,2,2,2,1,2
P7,slopless,27,sonnet,10,2,2,2,2,2
P7,slopless,28,opus,7,1,2,2,0,2
P7,slopless,28,sonnet,10,2,2,2,2,2
P7,slopless,29,opus,9,2,2,2,1,2
P7,slopless,29,sonnet,10,2,2,2,2,2
P7,slopless,30,opus,10,2,2,2,2,2
P7,slopless,30,sonnet,10,2,2,2,2,2
P7,jalaalrd,1,opus,8,1,2,2,1,2
P7,jalaalrd,1,sonnet,10,2,2,2,2,2
P7,jalaalrd,2,opus,9,2,2,2,1,2
P7,jalaalrd,2,sonnet,10,2,2,2,2,2
P7,jalaalrd,3,opus,9,2,2,2,1,2
P7,jalaalrd,3,sonnet,10,2,2,2,2,2
P7,jalaalrd,4,opus,10,2,2,2,2,2
P7,jalaalrd,4,sonnet,10,2,2,2,2,2
P7,jalaalrd,5,opus,8,1,2,2,1,2
P7,jalaalrd,5,sonnet,9,2,2,2,1,2
P7,jalaalrd,6,opus,6,1,2,2,1,0
P7,jalaalrd,6,sonnet,8,2,2,2,2,0
P7,jalaalrd,7,opus,8,1,2,2,1,2
P7,jalaalrd,8,opus,9,1,2,2,2,2
P7,jalaalrd,8,sonnet,9,2,2,2,1,2
P7,jalaalrd,9,opus,7,2,2,2,1,0
P7,jalaalrd,9,sonnet,8,2,2,2,2,0
P7,jalaalrd,10,opus,9,2,2,2,1,2
P7,jalaalrd,11,opus,7,1,2,2,0,2
P7,jalaalrd,12,opus,10,2,2,2,2,2
P7,jalaalrd,13,opus,9,2,2,2,1,2
P7,jalaalrd,14,opus,10,2,2,2,2,2
P7,jalaalrd,15,opus,9,2,2,2,1,2
P7,jalaalrd,16,opus,9,2,2,2,1,2
P7,jalaalrd,16,sonnet,9,2,2,2,1,2
P7,jalaalrd,17,opus,9,2,2,2,1,2
P7,jalaalrd,18,opus,10,2,2,2,2,2
P7,jalaalrd,18,sonnet,10,2,2,2,2,2
P7,jalaalrd,19,opus,9,2,2,2,1,2
P7,jalaalrd,19,sonnet,10,2,2,2,2,2
P7,jalaalrd,20,opus,10,2,2,2,2,2
P7,jalaalrd,20,sonnet,10,2,2,2,2,2
P7,jalaalrd,21,opus,8,1,2,2,1,2
P7,jalaalrd,21,sonnet,9,2,2,2,2,1
P7,jalaalrd,22,opus,10,2,2,2,2,2
P7,jalaalrd,22,sonnet,10,2,2,2,2,2
P7,jalaalrd,23,opus,8,2,2,2,0,2
P7,jalaalrd,23,sonnet,10,2,2,2,2,2
P7,jalaalrd,24,opus,8,1,2,2,1,2
P7,jalaalrd,24,sonnet,10,2,2,2,2,2
P7,jalaalrd,25,opus,10,2,2,2,2,2
P7,jalaalrd,25,sonnet,9,2,2,2,1,2
P7,jalaalrd,26,opus,10,2,2,2,2,2
P7,jalaalrd,26,sonnet,10,2,2,2,2,2
P7,jalaalrd,27,opus,9,2,2,2,1,2
P7,jalaalrd,27,sonnet,10,2,2,2,2,2
P7,jalaalrd,28,opus,10,2,2,2,2,2
P7,jalaalrd,28,sonnet,10,2,2,2,2,2
P7,jalaalrd,29,opus,10,2,2,2,2,2
P7,jalaalrd,29,sonnet,10,2,2,2,2,2
P7,jalaalrd,30,opus,10,2,2,2,2,2
P7,jalaalrd,30,sonnet,10,2,2,2,2,2
